seqnames	start	end	width	strand	log2FC	logCPM	F	PValue	FDR	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	geneId	transcriptId	distanceToTSS
III	206668	206703	36	-	-1.41823947345606	6.32688001002164	15.1028913125531	0.00240657260576843	0.00586105220203664	Promoter	3	206261	206644	384	2	YCR043C	YCR043C_mRNA	-59
III	216593	216667	75	+	-1.47296010570037	6.686003817858	26.8173138199789	0.000277695275172746	0.000948922197324846	Promoter	3	216697	218241	1545	1	YCR053W	YCR053W_mRNA	-30
III	220137	220184	48	-	-1.78221852572444	4.97036886889052	13.2830043612549	0.00368532755541982	0.0084349971235526	Promoter	3	218376	220067	1692	2	YCR054C	YCR054C_mRNA	-117
III	22141	22172	32	-	1.96154707994425	5.83344320898139	19.1776136062578	0.0010292148272556	0.00284219837834905	Promoter	3	18816	22106	3291	2	YCL061C	YCL061C_mRNA	-66
III	23384	23447	64	-	-2.06237537171464	7.72608273296165	118.04628210134	2.48235940044228e-07	3.57371622560715e-06	Promoter	3	22429	23379	951	2	YCL059C	YCL059C_mRNA	-68
III	23519	23614	96	+	-1.10914764445669	7.12791336019588	27.6105171668853	0.000246300919663316	0.000854850410186659	Promoter	3	23584	23925	342	1	YCL058W-A	YCL058W-A_mRNA	0
III	250018	250070	53	-	1.13861660513263	6.45001946945999	9.98629863701819	0.00878372202207	0.0178015790751323	Promoter	3	249293	250045	753	2	YCR076C	YCR076C_mRNA	0
III	258810	258913	104	+	1.05143395605427	9.71472438819628	47.4653104148741	2.26737814549095e-05	0.000121242440175373	Promoter	3	258883	259269	387	1	YCR082W	YCR082W_mRNA	0
III	263299	263348	50	+	1.64875523473688	5.590647589363	8.14220285265182	0.0153012509543294	0.0286121937003014	Promoter	3	263392	263964	573	1	YCR086W	YCR086W_mRNA	-44
III	264431	264509	79	-	-2.14918605573907	6.61371282423492	30.7740341469766	0.000156345700229043	0.000581634692136487	Promoter	3	264006	264467	462	2	YCR087C-A	YCR087C-A_mRNA	0
III	27326	27399	74	-	1.81866726436664	6.47825988447963	37.6072054749519	6.53840378397008e-05	0.000279331631367852	Promoter	3	26925	27359	435	2	YCL056C	YCL056C_mRNA	0
III	38799	38874	76	-	-1.19585106727047	8.27329615627214	69.2560985876045	3.70950473977328e-06	2.94460849326864e-05	Promoter	3	37836	38801	966	2	YCL050C	YCL050C_mRNA	0
III	40739	40809	71	-	1.24352358075928	6.27872272546199	13.267952609601	0.00369886406135461	0.00845456018829055	Promoter	3	39786	40724	939	2	YCL049C	YCL049C_mRNA	-85
III	48372	48447	76	-	2.18768438437929	6.71653136109006	39.2142257752352	5.42431127372079e-05	0.000243045107347379	Promoter	3	47111	48364	1254	2	YCL044C	YCL044C_mRNA	-83
III	50778	50868	91	+	1.89585875413032	8.8078234338172	156.55616238018	5.62954653938243e-08	1.17065698549722e-06	Promoter	3	50838	52340	1503	1	YCL040W	YCL040W_mRNA	0
III	58734	58772	39	-	-1.89545333004755	7.2348651469412	90.6676881201247	9.63917379818346e-07	1.03541323845388e-05	Promoter	3	57374	58678	1305	2	YCL037C	YCL037C_mRNA	-94
III	61099	61264	166	-	1.65394497974836	10.2140538554866	137.880364408761	1.1014988239358e-07	1.97054899899691e-06	Promoter	3	60841	61173	333	2	YCL035C	YCL035C_mRNA	0
III	63214	63293	80	-	2.71694649691741	5.95551547292656	21.0326387630004	0.000727115117981455	0.00212884606744751	Promoter	3	62776	63282	507	2	YCL033C	YCL033C_mRNA	0
III	63364	63439	76	+	1.03132564442025	7.4483845571071	19.2361716081077	0.00101764343381063	0.00281835682921031	Promoter	3	63441	64481	1041	1	YCL032W	YCL032W_mRNA	-2
III	68359	68415	57	-	-5.24416179749287	7.79305708965635	232.563135886783	6.73825916529281e-09	2.70978257010866e-07	Promoter	3	65934	68333	2400	2	YCL030C	YCL030C_mRNA	-82
IV	1005564	1005651	88	+	1.38072367853378	8.19937250221359	37.2237235803442	6.84282345082652e-05	0.000290045112471445	Promoter	4	1005675	1008689	3015	1	YDR270W	YDR270W_mRNA	-24
IV	1008926	1008991	66	+	1.21259629255462	8.65620165002081	82.8675460426875	1.51869990725745e-06	1.44054459039274e-05	Promoter	4	1009010	1009834	825	1	YDR272W	YDR272W_mRNA	-19
IV	101068	101119	52	-	1.73549517776525	6.66314560756945	25.1714336226085	0.000359231199831106	0.00117105273029468	Promoter	4	100501	101067	567	2	YDL200C	YDL200C_mRNA	-52
IV	1012155	1012181	27	+	3.01702058271005	6.38914717208233	86.589856340919	1.21695063617302e-06	1.2388455639368e-05	Promoter	4	1012252	1012959	708	1	YDR275W	YDR275W_mRNA	-71
IV	1015832	1015863	32	-	-1.22356432013059	7.83085786631475	51.0015180526551	1.62009939617937e-05	9.28476255084983e-05	Promoter	4	1014401	1015702	1302	2	YDR277C	YDR277C_mRNA	-161
IV	1020592	1020705	114	+	-1.13506938849398	7.96976105025287	45.3028735779165	2.8137041624084e-05	0.000142768346759951	Promoter	4	1020747	1021664	918	1	YDR280W	YDR280W_mRNA	-42
IV	1022352	1022479	128	-	2.89077694211178	7.13972239468099	80.369093083067	1.77101721592661e-06	1.63525043125216e-05	Promoter	4	1022007	1022321	315	2	YDR281C	YDR281C_mRNA	-158
IV	1024711	1024762	52	-	1.50497022442711	5.9712970640323	12.5699368317007	0.00439650409567045	0.00981798482309886	Promoter	4	1023511	1024755	1245	2	YDR282C	YDR282C_mRNA	0
IV	103368	103422	55	-	1.09089485289504	7.10299002730827	15.7766837353264	0.00207183844292323	0.00515681118325547	Promoter	4	101290	103353	2064	2	YDL199C	YDL199C_mRNA	-69
IV	1035907	1036003	97	+	2.08199902535284	6.97751377592545	60.9854460376895	6.90086791937986e-06	4.82465851949747e-05	Promoter	4	1035995	1036873	879	1	YDR287W	YDR287W_mRNA	0
IV	1056515	1056529	15	+	-5.40745846076822	5.90324178721205	83.9493370745767	1.42273364806864e-06	1.36279959281535e-05	Promoter	4	1056551	1057600	1050	1	YDR297W	YDR297W_mRNA	-22
IV	1058890	1058994	105	-	2.16597759954833	7.30058253130468	81.7648337884104	1.62446165683994e-06	1.51720353592767e-05	Promoter	4	1058176	1058814	639	2	YDR298C	YDR298C_mRNA	-180
IV	1059545	1059615	71	+	-2.12260451757758	9.60377680321159	99.5084970425162	5.99687740680027e-07	7.15215820134561e-06	Promoter	4	1059627	1061231	1605	1	YDR299W	YDR299W_mRNA	-12
IV	1062797	1062869	73	-	-2.72068202377148	6.00018656783909	49.7668008463098	1.81773811959443e-05	0.000101667973447661	Promoter	4	1061505	1062791	1287	2	YDR300C	YDR300C_mRNA	-78
IV	1067660	1067706	47	+	-1.21648378864185	6.16984245207121	19.009039036518	0.00106340305111711	0.00291358065694587	Promoter	4	1067731	1068390	660	1	YDR302W	YDR302W_mRNA	-25
IV	1108099	1108171	73	-	1.02895664157844	7.09892975406927	28.4489965285537	0.000217557943219061	0.000772727701973687	Promoter	4	1106095	1108101	2007	2	YDR320C	YDR320C_mRNA	0
IV	1108483	1108537	55	-	3.09568868220033	5.51298315401695	17.168123036425	0.00153946946757741	0.00400271568614455	Promoter	4	1108280	1108498	219	2	YDR320C-A	YDR320C-A_mRNA	0
IV	1108652	1108680	29	+	-2.01129394677192	5.88576404887797	18.7399899986865	0.00112078601788391	0.00305019282048273	Promoter	4	1108702	1109847	1146	1	YDR321W	YDR321W_mRNA	-22
IV	1112288	1112339	52	-	1.77983926796765	7.93878075548614	108.388371813095	3.86340221880662e-07	5.1364249171347e-06	Promoter	4	1112003	1112293	291	2	YDR322C-A	YDR322C-A_mRNA	0
IV	1127561	1127629	69	-	1.24408807237561	7.76667408607593	34.0452445895825	0.000101275310197511	0.000402290334221295	Promoter	4	1126270	1127595	1326	2	YDR329C	YDR329C_mRNA	0
IV	1127788	1127845	58	+	1.4520226286225	7.42861749846433	27.54859267529	0.000248595774513338	0.00086158620995862	Promoter	4	1127872	1129374	1503	1	YDR330W	YDR330W_mRNA	-27
IV	1135768	1135798	31	+	1.1839217775956	5.68049909968032	8.32540369949981	0.0144416280889706	0.0271219460752339	Promoter	4	1135932	1140476	4545	1	YDR334W	YDR334W_mRNA	-134
IV	1150500	1150560	61	-	-1.03051305176251	7.54599881178378	31.6081519360056	0.000139507887353464	0.00052705386635245	Promoter	4	1149951	1150520	570	2	YDR339C	YDR339C_mRNA	0
IV	1153617	1153718	102	-	-1.27253561140861	7.26120859960388	40.696071122528	4.59037662614767e-05	0.000211903747027967	Promoter	4	1151803	1153626	1824	2	YDR341C	YDR341C_mRNA	0
IV	1155962	1156108	147	-	1.15774628657231	9.41281043982795	43.4804472296606	3.39764060231975e-05	0.000166327154636699	Promoter	4	1154216	1155928	1713	2	YDR342C	YDR342C_mRNA	-180
IV	1161405	1161422	18	-	7.70534624467076	5.60753134559526	76.7916463976233	8.44666745116112e-06	5.63806362377915e-05	Promoter	4	1159608	1161320	1713	2	YDR343C	YDR343C_mRNA	-102
IV	1164677	1164697	21	-	-6.76738573344631	7.22385536955656	220.515058637957	8.98513045874025e-09	3.33753013833817e-07	Promoter	4	1162957	1164660	1704	2	YDR345C	YDR345C_mRNA	-37
IV	1172008	1172040	33	-	-1.07075712787187	5.89410823421491	9.05272289224292	0.011549351705596	0.0223990216817179	Promoter	4	1170326	1171825	1500	2	YDR348C	YDR348C_mRNA	-215
IV	117605	117699	95	+	-1.82837473893008	9.50179060953423	202.734146306504	1.41391014432928e-08	4.52637286993834e-07	Promoter	4	117664	118517	854	1	YDL191W	YDL191W_mRNA	0
IV	1189535	1189738	204	-	1.65832308527929	7.62187158527653	59.5501483078235	7.74213981476414e-06	5.32108083879129e-05	Promoter	4	1189199	1189567	369	2	YDR357C	YDR357C_mRNA	0
IV	1198772	1198821	50	-	1.35299881213812	5.68060033075991	9.29665882912055	0.0107374548123645	0.0211361064389021	Promoter	4	1196679	1198697	2019	2	YDR362C	YDR362C_mRNA	-124
IV	1201926	1201956	31	+	7.79435314672963	5.68471876779195	91.2712967328168	4.06592014602296e-06	3.17063580617752e-05	Promoter	4	1202128	1202397	270	1	YDR363W-A	YDR363W-A_mRNA	-172
IV	1204166	1204242	77	-	1.66127782577702	6.72846718146195	21.1963862335165	0.000705868455500566	0.00207915006323593	Promoter	4	1202843	1204210	1368	2	YDR364C	YDR364C_mRNA	0
IV	1206399	1206474	76	-	-2.8255889534321	7.86839561151463	276.464617391099	2.63264061812002e-09	1.58153447503358e-07	Promoter	4	1204497	1206383	1887	2	YDR365C	YDR365C_mRNA	-91
IV	1206944	1206999	56	+	1.74849643308202	7.68767130970553	56.4921124761011	9.97286018449474e-06	6.4275414116227e-05	Promoter	4	1206997	1208319	1323	1	YDR365W-A	YDR365W-A	0
IV	1212779	1212811	33	+	-1.30844290084846	5.29189695457088	7.18954776121279	0.020892344916241	0.0373757905744223	Promoter	4	1212848	1213614	767	1	YDR367W	YDR367W_mRNA	-37
IV	1213848	1213904	57	+	2.19039130024623	6.0204984461092	20.1964500856063	0.000848130664819121	0.00241769409197999	Promoter	4	1213904	1214842	939	1	YDR368W	YDR368W_mRNA	0
IV	121987	122046	60	+	-1.28383141747419	6.18994589338342	16.8565942635982	0.00164306147336923	0.00424145205804492	Promoter	4	122216	123589	1374	1	YDL189W	YDL189W_mRNA	-170
IV	1222658	1222726	69	+	1.16958343098322	5.98491434558887	9.86871210867364	0.00908490813861531	0.0182968325313639	Promoter	4	1222759	1223331	573	1	YDR373W	YDR373W_mRNA	-33
IV	1228354	1228433	80	+	6.54346551817714	8.03363197075058	196.201708976585	1.68622102957741e-08	5.1282197062023e-07	Promoter	4	1228611	1228916	306	1	YDR377W	YDR377W_mRNA	-178
IV	1228478	1228813	336	+	1.24888627114813	11.1797121471989	46.4708721380293	2.50146009631045e-05	0.000130462002450661	Promoter	4	1228611	1228916	306	1	YDR377W	YDR377W_mRNA	0
IV	1234096	1234218	123	+	4.10854783132912	7.89720408170701	240.576247288735	5.60805837271464e-09	2.39866914186332e-07	Promoter	4	1234218	1236125	1908	1	YDR380W	YDR380W_mRNA	0
IV	1238822	1238889	68	-	1.70191836522961	6.08152341789114	9.10467481540532	0.0113704894380951	0.0221226715736788	Promoter	4	1238312	1238850	539	2	YDR381C-A	YDR381C-A_mRNA	0
IV	1239385	1239434	50	+	-2.00057445210264	8.17027084810704	135.957899952359	1.18591368750889e-07	2.08326931531345e-06	Promoter	4	1239492	1239824	333	1	YDR382W	YDR382W_mRNA	-58
IV	1242060	1242160	101	-	2.85817217756601	8.62319448589832	265.217069068355	3.30124608272156e-09	1.76788574584138e-07	Promoter	4	1241204	1242031	828	2	YDR384C	YDR384C_mRNA	-129
IV	1243117	1243214	98	+	-1.900072572433	8.79374867292053	146.815910146846	7.91022027325559e-08	1.52328115765896e-06	Promoter	4	1243230	1245758	2529	1	YDR385W	YDR385W_mRNA	-16
IV	1269986	1270076	91	+	-1.81925681726927	7.4895645193195	50.4515763465787	1.7048302873375e-05	9.67541427339971e-05	Promoter	4	1270068	1270733	666	1	YDR399W	YDR399W_mRNA	0
IV	1277559	1277651	93	+	1.38034406786435	8.29177753881699	53.6992299937389	1.26982272662968e-05	7.68527038281095e-05	Promoter	4	1277646	1278437	792	1	YDR405W	YDR405W_mRNA	0
IV	1288857	1288935	79	-	-2.92147920323617	6.80941828474313	34.9242794659345	9.06182374276587e-05	0.000368685905788451	Promoter	4	1288215	1288859	645	2	YDR408C	YDR408C_mRNA	0
IV	1294426	1294467	42	-	1.65215955778954	5.61636918201296	14.0217569878512	0.00308750202589817	0.00725786708116933	Promoter	4	1293369	1294394	1026	2	YDR411C	YDR411C_mRNA	-73
IV	1294607	1294708	102	+	-1.00299893744105	9.61551639093152	61.3239783879965	6.7184256159593e-06	4.74482714764267e-05	Promoter	4	1294693	1295400	708	1	YDR412W	YDR412W_mRNA	0
IV	1301544	1301654	111	+	-2.51641421097164	8.31441705776719	174.680329547785	3.14213166915225e-08	7.75373583329905e-07	Promoter	4	1301616	1302113	498	1	YDR418W	YDR418W_mRNA	0
IV	1305968	1306071	104	+	1.04899193926485	7.33807838167531	23.340106149044	0.000485439347516798	0.00151711487798121	Promoter	4	1306267	1311675	5409	1	YDR420W	YDR420W_mRNA	-196
IV	1319835	1319898	64	-	1.33241801247883	6.41028905444898	19.4368462751073	0.000979136655256092	0.00273349338179928	Promoter	4	1319387	1319841	455	2	YDR424C	YDR424C_mRNA	0
IV	133391	133420	30	+	-1.04677602804317	7.98265311501541	37.9192839960458	6.30238783472728e-05	0.000271633473904189	Promoter	4	133437	134723	1287	1	YDL182W	YDL182W_mRNA	-17
IV	1337263	1337307	45	+	-2.73451297077695	5.01201366999649	32.8783105017978	0.000117792538213064	0.000455989252939354	Promoter	4	1337352	1337774	423	1	YDR437W	YDR437W_mRNA	-45
IV	1339575	1339624	50	+	-1.65486512815749	5.41355732707058	17.7329004856756	0.00137065825381983	0.00362085942621461	Promoter	4	1339676	1340719	1044	1	YDR439W	YDR439W_mRNA	-52
IV	134990	135227	238	+	2.28535967556733	9.28727379353376	139.458366113625	1.03745754417697e-07	1.8836822425243e-06	Promoter	4	135179	135436	258	1	YDL181W	YDL181W_mRNA	0
IV	1350198	1350225	28	+	-1.66699112845914	5.50607709323874	12.7359887402732	0.00421735298288858	0.00946570092930619	Promoter	4	1350290	1352353	2064	1	YDR444W	YDR444W_mRNA	-65
IV	1355561	1355590	30	-	-4.16857701365308	7.46312428380434	228.530537165137	7.40755399631768e-09	2.93050062976275e-07	Promoter	4	1354829	1355553	725	2	YDR447C	YDR447C_mRNA	-37
IV	1358919	1358943	25	-	-2.97814631353589	6.00754922449082	60.9939056164151	6.8962383751293e-06	4.82465851949747e-05	Promoter	4	1357580	1358902	1323	2	YDR449C	YDR449C_mRNA	-41
IV	1359878	1359939	62	+	-1.9325653851702	9.59034135654553	119.580621831184	2.32103748269924e-07	3.43287793033876e-06	Promoter	4	1359923	1360798	876	1	YDR450W	YDR450W_mRNA	0
IV	1362710	1362765	56	+	1.46579791889339	7.43736227407818	56.0343953309334	1.0368373128487e-05	6.58648872626864e-05	Promoter	4	1362878	1364902	2025	1	YDR452W	YDR452W_mRNA	-113
IV	1365682	1365744	63	-	3.81119449863674	7.7037808639139	64.767193959468	5.15168633047299e-06	3.79819783092145e-05	Promoter	4	1365072	1365662	591	2	YDR453C	YDR453C_mRNA	-82
IV	1366840	1366887	48	-	-1.56817600756516	6.66526532019321	23.8926581359294	0.000442522125769847	0.00139916352436392	Promoter	4	1366264	1366827	564	2	YDR454C	YDR454C_mRNA	-60
IV	1385760	1385828	69	-	2.58127278848986	6.72974047604699	41.9551145333717	3.99849008887915e-05	0.000189635991934561	Promoter	4	1385524	1385766	243	2	YDR461C-A	YDR461C-A_mRNA	0
IV	1394574	1394642	69	-	-1.92511157545763	8.24846721092881	67.6072476083262	4.17589191437392e-06	3.22537937386405e-05	Promoter	4	1393336	1394574	1239	2	YDR465C	YDR465C_mRNA	0
IV	1401689	1401803	115	+	-2.33221668516905	9.38247493332945	269.685559523451	3.01410400105723e-09	1.72548589048759e-07	Promoter	4	1401770	1402564	795	1	YDR471W	YDR471W_mRNA	0
IV	1402919	1402919	1	+	-3.14164839854717	4.98509695971191	16.5036077576516	0.00177054780371917	0.00450836505122839	Promoter	4	1402919	1403042	124	1	snR13	snR13_snoRNA	0
IV	1410173	1410199	27	-	-1.48370482733079	5.52349153537198	16.034639341799	0.00195845954975581	0.00492245050057425	Promoter	4	1407464	1410094	2631	2	YDR475C	YDR475C_mRNA	-105
IV	1411137	1411192	56	-	1.52669056612718	6.88023234674577	6.80879443018259	0.0237909289396107	0.041597793826858	Promoter	4	1410453	1411127	675	2	YDR476C	YDR476C_mRNA	-65
IV	1414507	1414588	82	+	-1.19900319116804	7.53555482642337	33.3084267564017	0.000111359603771218	0.000433820944193688	Promoter	4	1414575	1415171	597	1	YDR478W	YDR478W_mRNA	0
IV	1428987	1429059	73	-	-1.15295133412611	6.90789274561473	27.7693755862335	0.000240527022429551	0.000836600779944387	Promoter	4	1428354	1428980	627	2	YDR487C	YDR487C_mRNA	-79
IV	1430976	1431011	36	+	-2.1585392882875	5.46132867774516	22.3694519752072	0.000573332213197349	0.00174364659338644	Promoter	4	1431012	1431896	885	1	YDR489W	YDR489W_mRNA	-1
IV	1434770	1434800	31	+	-2.83022311820048	6.14425823706141	81.3936015339392	1.66200087662361e-06	1.54632815786816e-05	Promoter	4	1434924	1435874	951	1	YDR492W	YDR492W_mRNA	-124
IV	1443407	1443471	65	-	-1.61333711759318	8.82041791094886	62.9170399506976	5.93251832278102e-06	4.29577889265661e-05	Promoter	4	1441433	1443403	1971	2	YDR496C	YDR496C_mRNA	-68
IV	1450766	1450926	161	-	-1.52394397993722	8.59453899004122	113.163278801484	3.09110957366082e-07	4.26100260210582e-06	Promoter	4	1450198	1450853	656	2	YDR500C	YDR500C_mRNA	0
IV	1451327	1451340	14	+	-2.47299943028517	5.87806818785839	54.4066292210612	1.19327303644027e-05	7.31293022080398e-05	Promoter	4	1451353	1452918	1566	1	YDR501W	YDR501W_mRNA	-13
IV	1459360	1459409	50	-	4.70642223919504	6.02355944704334	56.8545400421504	9.67224559043611e-06	6.30055515971381e-05	Promoter	4	1456695	1459220	2526	2	YDR505C	YDR505C_mRNA	-189
IV	1461570	1461624	55	-	1.67849352471748	6.19087291613588	23.6658271582398	0.00045957591976689	0.00144556976443806	Promoter	4	1459728	1461554	1827	2	YDR506C	YDR506C_mRNA	-70
IV	1468378	1468554	177	-	-1.7030162854738	9.54553349737673	77.8890498350787	2.07169988909875e-06	1.84631715391109e-05	Promoter	4	1466453	1468444	1992	2	YDR508C	YDR508C_mRNA	0
IV	1469953	1470032	80	+	1.49089870225051	6.58674010169692	15.7273077521196	0.00209441527569452	0.00520664519882677	Promoter	4	1470017	1470418	402	1	YDR511W	YDR511W_mRNA	0
IV	1470953	1471089	137	+	1.71109941128113	7.79963113382271	105.286020217491	4.48755474209652e-07	5.79215951592617e-06	Promoter	4	1470500	1471063	564	2	YDR512C	YDR512C_mRNA	0
IV	147531	147693	163	-	1.76749816985811	9.37948135956682	126.120073570698	1.75813216096496e-07	2.76863142241278e-06	Promoter	4	145826	147589	1764	2	YDL174C	YDL174C_mRNA	0
IV	1476477	1476588	112	-	-1.11271978358298	7.66286242690118	29.9547823696773	0.000175262173094572	0.000640259560268909	Promoter	4	1474974	1476476	1503	2	YDR516C	YDR516C_mRNA	-112
IV	1480356	1480427	72	+	1.36678740841476	7.38769740577697	47.1308162508624	2.34311565977835e-05	0.000124065297067263	Promoter	4	1480425	1480832	408	1	YDR519W	YDR519W_mRNA	0
IV	1489034	1489085	52	-	-1.41019517846931	7.41072149192635	38.1527664739954	6.13235734427282e-05	0.000266832554726704	Promoter	4	1487542	1488990	1449	2	YDR524C	YDR524C_mRNA	-95
IV	1489780	1489866	87	-	-1.21563923321458	9.69064079338312	78.5006083211239	1.99230853906082e-06	1.7919728929889e-05	Promoter	4	1489598	1489798	201	2	YDR524C-B	YDR524C-B_mRNA	0
IV	1490481	1490575	95	+	1.15924265013859	6.48643148719921	10.49558935609	0.00760856538395585	0.0157345002797829	Promoter	4	1490596	1490835	240	1	YDR525W-A	YDR525W-A_mRNA	-21
IV	1493008	1493026	19	-	1.84290463715398	6.00519642975874	23.2225273177146	0.000495194458668137	0.00154363628179318	Promoter	4	1492477	1493026	550	2	snR84	snR84_snoRNA	0
IV	1497762	1497837	76	-	1.79127050989738	5.91922210314049	24.7509319572575	0.000384399327990991	0.00123873319867825	Promoter	4	1496791	1497768	978	2	YDR530C	YDR530C_mRNA	0
IV	1501987	1502222	236	-	4.6848437082399	9.63266943938473	438.707782573489	2.08397260463508e-10	5.33716352323912e-08	Promoter	4	1501447	1502160	714	2	YDR533C	YDR533C_mRNA	0
IV	158721	158789	69	-	2.98859474677581	8.57783461831827	277.301798448033	2.5895882269223e-09	1.57511703902549e-07	Promoter	4	158064	158735	672	2	YDL169C	YDL169C_mRNA	0
IV	159522	159588	67	+	1.08862012482635	6.24614553466475	10.8598635215729	0.00688157748709011	0.0144522037342169	Promoter	4	159604	160764	1161	1	YDL168W	YDL168W_mRNA	-16
IV	163188	163213	26	-	-1.38637598077735	6.40276870429948	16.8071303592029	0.00166025671692151	0.00428129792503449	Promoter	4	160995	163154	2160	2	YDL167C	YDL167C_mRNA	-59
